,username,location,text,hashtags,tweet_date
1847,@Camz99,"Edinburgh, Scotland",Is the climate crisis driving rare bluefin tuna to British waters? | The Independent https://t.co/SEkd5oW2aC,[],2021-11-25 16:56:18
1848,Art Bell,,#NowPlaying #ArtBell #Stream1  - Climate Change and Global Warming - Richard Somerville - 2007-05-13 - Coast to Coast AM with Art Bell - Climate Change and Global Warming - Richard Somerville https://t.co/YuxBnZshbV,"[{'text': 'NowPlaying', 'indices': [0, 11]}, {'text': 'ArtBell', 'indices': [12, 20]}, {'text': 'Stream1', 'indices': [21, 29]}]",2021-11-25 16:50:02
1849,biffmack-MyPresidentLivesinFlorida,93 million miles+/- from Earth,@DawnTJ90 @COP26 That dude again...🤭He's the Accelerated Anthropogenic Global Warming Climate Change Disruption Emergency's worst spokesperson. https://t.co/b3wyjAi5Nx,[],2021-11-25 16:46:48
1850,1 801-787-5182,,@DineshDSouza How bout that global warming/ climate change? Oh yeah she will just out a mask on or not!,[],2021-11-25 16:46:06
1851,Ronald Barlow,,"@Kenneth72712993 @DavidBellamyUK Absolute BS been looking at Northern hemisphere friggin freezing sitting here with heating full on no wonder they decided to change from global warming to climate change utter bollocks, planet does what it does planet been heating &amp; cooling for billions of years",[],2021-11-25 16:39:58
1852,Flaco,,"Albatross ‘divorce’ rates up due to climate change, study finds
https://t.co/jpuFX0aavp",[],2021-11-25 16:39:33
1853,k,,"Albatross ‘divorce’ rates up due to climate change, study finds https://t.co/B7ZTWdwUoC",[],2021-11-25 16:35:50
1854,Deni Kate🚀🚀🚀💎🚀🚀🚀,"Chicago, IL","Voice of Mother Nature

Global Warming and Climate Change.

Save our Home Planet.

👑Hold is Gold👑

#Revolotto #Bitcoin #Binance 
#love #cryptoban #ClimateActionNow #ClimateCrisis https://t.co/HXqxjWFDrT","[{'text': 'Revolotto', 'indices': [99, 109]}, {'text': 'Bitcoin', 'indices': [110, 118]}, {'text': 'Binance', 'indices': [119, 127]}, {'text': 'love', 'indices': [129, 134]}, {'text': 'cryptoban', 'indices': [135, 145]}, {'text': 'ClimateActionNow', 'indices': [146, 163]}, {'text': 'ClimateCrisis', 'indices': [164, 178]}]",2021-11-25 16:35:37
1855,Music4ClimateJustice,Global,"""Global warming causing climate change may be the ultimate issue that unites us all.""
- Louise Burfitt-Dons

#M4CJ #HealRWorld #ClimateChange #ClimateJustice #MusicConcerts https://t.co/lyOr835AA4","[{'text': 'M4CJ', 'indices': [109, 114]}, {'text': 'HealRWorld', 'indices': [115, 126]}, {'text': 'ClimateChange', 'indices': [127, 141]}, {'text': 'ClimateJustice', 'indices': [142, 157]}, {'text': 'MusicConcerts', 'indices': [158, 172]}]",2021-11-25 16:34:49
1856,Clow,TX,"@harlemson2 @kwamebrowndc The point is people are being hurt with higher prices now.  They have been harping on climate change for a century.  In 1970, the cover of Time magazine said the Coming Ice Age.  Then it went to global warming.  Come on, man! https://t.co/TBUyGcFs7s",[],2021-11-25 16:34:04
1857,T-Kxtone,,@Tedpinson @BillBateman1 @ArielleScarcell That is just crazy. People were screaming this back in the 80's... Al Gore use to scream global warming and earth could end in 2000 back in the 80's... Well now it is no longer Global Warming but climate change,[],2021-11-25 16:32:33
1858,beyondWISDOM,,"@funsosomorin @kevinkariuki14 @AfDB_Group @NnennaNwabufo @UNDPKenya @KeTreasury @NETFUNDkenya @MulamaJ @KenyaGovernors @OfficialMakueni The best #climateaction &amp; most logical action is to stop climate change while trying to stop global warming by reducing CO2.
Glasgow summit made progress but global warming making faster progress.
That means Glasgow lagging behind
we must use this method
https://t.co/kI3Dh4b3AI","[{'text': 'climateaction', 'indices': [145, 159]}]",2021-11-25 16:32:19
1859,Scrubby Trader,,"@disclosetv Earth is just doing its thing. Back in the 60s and 70s politicians and some scientists spread fear about the upcoming ice age a.k.a global cooling, then came the fear about global warming and now it's just ""climate change"". Just the same old story on repeat.",[],2021-11-25 16:27:57
1860,Climate Crisis Advisory Group,,"""What we have at hand is a fundamental breach of trust between rich and poor nations, with catastrophic consequences for the world.""

@Sir_David_King in @Forbes discussing the obstacles to limiting global warming to 1.5C.

https://t.co/96hcJxHUZT",[],2021-11-25 16:26:14
1861,Alicia Magee,,@melzintune Did you notice the ocean so close by?  Proves there is NO GLOBAL WARMING OR CLIMATE CHANGE ! One picture is worth a thousand words. Please retweet if possible.,[],2021-11-25 16:15:21
1862,TheRealBudBundy,Everywhere and Nowhere ,"'Masks' articles, a new variant (Nu), and global climate change alarmism, all on a Thanksgiving morning. 

Everyone pinned to their phones today - you're being played. 
 https://t.co/YJKcrJ8L2O",[],2021-11-25 16:13:59
1863,Marilyn Thompson,Cheshire east,@GBNEWS Why did they change the term climate change from global warming,[],2021-11-25 15:59:02
1864,Diagnosis my RIGHT!,Canada,"Global warming aka Climate Change is man made by #Chemtrails 

Poison the people from all angles.

#Genocide https://t.co/d2n3IkrptL","[{'text': 'Chemtrails', 'indices': [49, 60]}, {'text': 'Genocide', 'indices': [99, 108]}]",2021-11-25 15:58:59
1865,Dominic Fairman,Cornwall,"In the current debate the solutions I never hear are; deeper action on climate change, a prompt restoration of international aid, and a commitment to step up funding for adaption in the developing world. Mass migration will be the face of global warming for years to come",[],2021-11-25 15:51:18
1866,Art Bell,,#NowPlaying #ArtBell #Stream1  - Climate Change and Global Warming - Richard Somerville - 2007-05-13 - Coast to Coast AM with Art Bell - Climate Change and Global Warming - Richard Somerville https://t.co/YuxBnZJSAv,"[{'text': 'NowPlaying', 'indices': [0, 11]}, {'text': 'ArtBell', 'indices': [12, 20]}, {'text': 'Stream1', 'indices': [21, 29]}]",2021-11-25 15:50:01
1867,Lair-Dog Del Talimabravo,,"@PeterDClack The point that matters is, do you believe the core science behind global warming / climate change?
If not, you are a crackpot (unless you are even more expert). If you believe but just think messaging could be softened, then why not just make that point more clearly?",[],2021-11-25 15:44:28
1868,busythings.co.uk,UK & Worldwide. Based in Derby,"Are you exploring climate change? 

Global warming is significantly changing our winters as our fact sheet in our Winter topical pack shows. 

https://t.co/5lxiviLHRC

Take a look today! 

#climatechange #winter https://t.co/rZR0UfBHJJ","[{'text': 'climatechange', 'indices': [189, 203]}, {'text': 'winter', 'indices': [204, 211]}]",2021-11-25 15:40:03
1869,Robinson GAS S,,@citizentvkenya And you are reporting this when we need information on climate change and global warming?????👏👏👏,[],2021-11-25 15:39:12
1870,Thomas,,"@RandTaylor21 @AsteroidWatch @NASA @NASASolarSystem @JHUAPL Global warming hence climate change, is the displacement and change of our climate which harms our environment. If a large enough asteroid were to hit, it would only accelerate the effects we see with climate change.",[],2021-11-25 15:38:20
1871,Dihorse37,,"@JimInhofe @SecDef @DeptofDefense Sen. Inhofe, what's your stand on global warming by now? Do you still think ""climate change"" was brainwashed? https://t.co/auh5crwVto",[],2021-11-25 15:38:07
1872,FinnAgora,Budapest,"Professor Diana Ürge-Vorsatz, Director of the Center for Climate Change and Sustainable Energy Policy in Hungary, will provide insights into possible solutions to climate change reflecting her experience with the IPCC’s working group on global warming. #finnovation2021 @DianaUrge https://t.co/1SjmEtzHMh","[{'text': 'finnovation2021', 'indices': [253, 269]}]",2021-11-25 15:10:24
1873,Grantham Imperial,Imperial College London,"🎥In case you missed it...

#Grantham_IC's Dr @FrediOtto, appeared on @BloombergLive to explore the critical role weather and climate change play in the fight to limit global warming to 1.5°C with Bloomberg Green's @eroston. https://t.co/ICg4Ef1a2L","[{'text': 'Grantham_IC', 'indices': [27, 39]}]",2021-11-25 15:10:04
1874,WE NEED TO BAN RUBBER CRUMB IN 3G PITCHES NOW!,"England, United Kingdom","This is very good news.

Thank goodness, some authorities are taking Climate Change/Global Warming seriously ...  at last.

It's now definitely time for the UK to step up too. https://t.co/2scC3e1M3O",[],2021-11-25 15:09:40
1875,Tommy FFC,,Breaking news: The world is saved. There is no more global warming and it’s all down to Brentford. Climate change has officially been #StungByTheBees https://t.co/DEAQ38xu3D,"[{'text': 'StungByTheBees', 'indices': [134, 149]}]",2021-11-25 15:09:23
1876,SandileSN,South Africa,"@PeterSweden7 They'll say it's no longer global warming, it's climate change. Chess masters those guys",[],2021-11-25 14:42:46
1877,Peter Head,,"Arctic is warming 3x more quickly than planet as a whole with temperatures rising 3 DegC above pre-industrial levels. This is causing ice in the polar region to melt, which in turn is raising global sea levels &amp;will submerge low-lying parts of the world. https://t.co/hiEN20hbYh",[],2021-11-25 14:36:44
1878,Tim McLain,"Raleigh, NC",.@elonmusk ready to tackle climate change by creating sulfur fart rockets? @nealstephenson’s Terminal Shock novel has the science.  https://t.co/mKGp72lSWC   #ClimateCrisis #ClimateActionNow #ElonMusk @SpaceX,"[{'text': 'ClimateCrisis', 'indices': [158, 172]}, {'text': 'ClimateActionNow', 'indices': [173, 190]}, {'text': 'ElonMusk', 'indices': [191, 200]}]",2021-11-25 14:16:51
1879,🧑🏽‍💻EP MEDIA 💻🎹🎥,"Rancho Cucamonga, CA",Sending an astroid like off course from hitting earth is a complete waste of time when climate change and global warming is already screwing up our planet it wouldn’t make a difference anyway,[],2021-11-25 14:11:48
1880,Guilherme Cavalcanti,,@PeterSweden7 Wrong! Climate change is the new global warming. 🤣🤣🤣,[],2021-11-25 14:09:04
1881,Mishcon de Reya LLP,London,"As announced by SBTi @sciencetargets today, we're officially on track to reducing our greenhouse gas emissions and limiting global warming to 1.5 degrees C, in line with our Climate Change Strategy and net zero goals. https://t.co/TzlaWzOn8m",[],2021-11-25 13:59:59
1882,"Get vaccinated, chickenshit!",,"@DanielTurnerPTF @alexbruesewitz Global Warming is not just about a rise in the sea level. But I'm sure a fossil fuel shill wouldn't mislead anyone, right, Danny?

https://t.co/jFuzwZtsrA",[],2021-11-25 13:57:00
1883,Kushtwit,"Nairobi, Kenya","@johnallannamu This is unnecessary attack. Everything you do or agitate for or against on this Earth requires finances, from romance to the fight against global warming and climate change. Change the actors and the need remains the same.",[],2021-11-25 13:51:47
1884,Tim O'Leary,,@mapalljohn @gavinjdaly @fiannafailparty @ReginaDo @SenRobGallagher So then the closure of the Bord Na Mona bogs is a big win for climate change. My understanding is that when these bogs are rewetted they stop emitting co2 but resume emitting methane? If this is the case what's the balance in terms of global warming when methane is ×28 co2 effect,[],2021-11-25 13:50:51
1885,Mike,"England, United Kingdom","@PeterSweden7 It used to be global cooling then global warming. Today they call it “climate change”. A vague name for a fake crisis. So whenever the weather changes they are no longer wrong. When it’s too hot, too cold, too windy, too dry or too wet - it’s all “climate change”.",[],2021-11-25 13:42:37
1886,Chris 🇺🇸🦅,,Regarding climate change - seems like Pelosi wouldn't buy a $25M home on the ocean in FL if global warming was going to raise the ocean levels https://t.co/rXpPtGgqKi,[],2021-11-25 13:36:05
1887,sanjeev jain,"Raipur, India","Global warming to hit India the worst in Asia by 2070
Over 9 billion across the world likely to be exposed to annual average temperatures experienced only in the hottest deserts  https://t.co/8lnpBoeiJk",[],2021-11-25 13:34:43
1888,Kully Johnson,South Florida,"Nothing says global warming, the seas are rising, Florida will be under soon like Nancy Piglosi buying a $24 million dollar mansion on the ocean, that's looks like a great starting point for the Trump/DeSantis 2024 boat parade rallies, This shows climate change/warming is BS https://t.co/tMUtwBR3kE",[],2021-11-25 13:33:52
1889,Kevin 🧉,,"""Climate change weakens economies, affects primarily
the poorest members of society, and impacts on the
strength of health systems. The time left to reverse
global warming is getting more and more limited."" https://t.co/EqSZpiMYcw",[],2021-11-25 13:33:37
1890,Idrees Achakzai,"Islamabad, Pakistan","Congratulations on the very well-deserved assignment. We the young Environmentalists of Balochistan are ready to work with you especially in the fight against global warming, climate change, and research. Wishing you all the best 👍 https://t.co/2GotGaCZoJ",[],2021-11-25 13:27:16
1891,Andrew Revkin 🌎 ✍🏼 🪕 ☮️,Hudson Highlands / Lenape Land,"Exxon faces challenges syncing investor and public messaging on its roles driving and mitigating climate change: @desmondbutler @washingtonpost
https://t.co/9Y0g8ndp7T Cites my piece on Exxon ads in an @ayanaeliza WP climate op-ed: https://t.co/5iUGInYlno https://t.co/mnYO1Blv02",[],2021-11-25 13:01:31
1892,GLISPA,Pohnpei,"“Ultimately the purpose of all climate misinformation is to delay climate action—whether the argument is ‘global warming isn’t happening’ or ‘climate models are unreliable,’

Shout out to this team for addressing climate misinformation! 
#climatechange
https://t.co/bzqpLxLn4Y","[{'text': 'climatechange', 'indices': [238, 252]}]",2021-11-25 13:00:39
1893,Gallivant,,"With the annual climate change summit over, check what world leaders achieved at COP26

Check Now: https://t.co/sZFgmAacjX

#COP26Glasgow #cop26coalition #climatechange #globalwarming #greenhouse","[{'text': 'COP26Glasgow', 'indices': [124, 137]}, {'text': 'cop26coalition', 'indices': [138, 153]}, {'text': 'climatechange', 'indices': [154, 168]}, {'text': 'globalwarming', 'indices': [169, 183]}, {'text': 'greenhouse', 'indices': [184, 195]}]",2021-11-25 12:56:41
1894,Comfortably Numb #KBF,1984,"Global warming is sooo last year, this is climate change.....facts matter. https://t.co/zXIVoDig8A",[],2021-11-25 12:53:35
1895,Bill Murray's Groundhog day Everyday,Canada,"@JustinTrudeau March 1888 blizzard dumps over 60"" of snow in a two day period on NYC

Was that climate change? Global warming? Or global cooling before warming?

Just trying to get my facts straight to feel better about the next carbon price increase because of ""extreme"" weather",[],2021-11-25 12:33:43
1896,Manish Khurana,"New Delhi, India","Exxon says it backs scientific consensus on climate change, but one executive cast doubts https://t.co/s3RQoyNRG0

#GlobalWarming #ClimateChange #ClimateCrisis #ClimateEmergency #WeDontHaveTime","[{'text': 'GlobalWarming', 'indices': [115, 129]}, {'text': 'ClimateChange', 'indices': [130, 144]}, {'text': 'ClimateCrisis', 'indices': [145, 159]}, {'text': 'ClimateEmergency', 'indices': [160, 177]}, {'text': 'WeDontHaveTime', 'indices': [178, 193]}]",2021-11-25 12:30:01
1897,Yellow Hand,,"Ever wonder why the #lunaticLeft constantly plays with words, for example, when it replaced 'global warming' (which made no sense) with 'climate change' (which fits every occasion)?
Answer: #lunaticLeft uses words to control YOUR
behavior and thinking. https://t.co/bEgkstZvLr","[{'text': 'lunaticLeft', 'indices': [20, 32]}, {'text': 'lunaticLeft', 'indices': [190, 202]}]",2021-11-25 12:24:07
1898,Patience Rusare,"Harare, Zimbabwe","#AHRC2021_FDP Centre for Human Rights, University of Pretoria  
The effects of climate change go far beyond global warming and rising sea temperatures. They entail rapid-onset weather events such as intensified flooding, drought, and wildfires. These clim…https://t.co/gti7ctlyMc","[{'text': 'AHRC2021_FDP', 'indices': [0, 13]}]",2021-11-25 12:19:38
1899,robert hall,"Adwick le Street, England","@PeterSweden7 @JOHjohJOH12 Ahhh the old global warming thingy , when they realised it wasn’t actually warming up they changed the tune it’s now climate change . Whatever next ?",[],2021-11-25 12:08:58
1900,Addis fortune,,"Climate-change projects could provide a unique opportunity for women. By directing financial resources effectively, the world can make significant progress in tackling both global warming and gender inequality, writes Marjut Falkstedt. https://t.co/FzkhX7EmR8 https://t.co/rRmhxnJ6kI",[],2021-11-25 11:35:02
1901,Newt,Bateau Bay Beach,Climate Change/Global warming is Bullshit https://t.co/gYAF8Hxsm2,[],2021-11-25 11:27:51
1902,Contributed,,"@realRick_AUS Global warming , ehem climate change",[],2021-11-25 11:26:45
1903,Newt,Bateau Bay Beach,"Australia’s dams are overflowing.
Why aren’t we building more???
A reminder to all that global warming/climate change is all Bullshit!!! https://t.co/LHvr2QPzXO",[],2021-11-25 11:20:55
1904,Paul Polman,,Some companies are worth helping to change. Others frankly not. That culture seems truly rotten. Hard the explain the continuous PR gaffes.  https://t.co/UQx0aFYdER,[],2021-11-25 11:16:08
1905,Pàtàkì,,"@munyachawawa Tell William that the ""evil forest"" was a way of protecting the forest, wildlife habitats, to prevent climate change and global warming. Until the arrival of the Europeans with guns in the early 1900s leading to   the greatest losses of wildlife in Africa.",[],2021-11-25 11:15:20
1906,Electoral Psychology Observatory,,And in other news... https://t.co/jaqZw2PyqE,[],2021-11-25 11:14:07
1907,Nitroman 🇬🇧🇺🇲🇨🇦🇦🇺🇳🇿🇮🇳,Nitroland,"Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal. Fed a lie to suit a agenda. @SkyNews @BBCNews

https://t.co/yi4wqFaxhy",[],2021-11-25 11:14:02
1908,William Huston 🔵,"Endicott, Broome Cnty, NY US","@latimeralder @SteveG06322664 Are we talking about climate change? or global warming? These terms are not synonymous.

e.g., Desertification is part of Climate Change but not necessarily caused by global warming.",[],2021-11-25 11:08:10
1909,thalesnemo,North America,@denise_dewald @Miscellaneousmm 2// Climate change has been known and understood for over 140 yrs![ 1827-1965 ]1️⃣ https://t.co/7EzF1wMWws 2️⃣ https://t.co/cnE5ZU8C0J 3️⃣ https://t.co/SAta4CsCb4 4️⃣ https://t.co/WFqc7vXb2Y 5️⃣ https://t.co/tVXPZ6Mwdl 6️⃣ https://t.co/o1iSRmm4Jr 7️⃣ https://t.co/Vbs1W92xnw,[],2021-11-25 10:59:35
1910,Justiss Goode,"Los Angeles, Ca.","Global Warming is Causing Climate Change and Maybe Even a Rainy Day | by Justiss Goode | Jul, 2021 | Medium - via @pensignal  Read this thought provoking story https://t.co/xPy6oJCRpA and don't forget to share your thoughts.",[],2021-11-25 10:57:47
1911,wantout1234wto,,"We were warned of the second ice age years ago.
We should be producing more CO2 to prevent this.
Plants are dying due to this cooling.

Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal | Science  https://t.co/dYf2gv1HbW",[],2021-11-25 10:52:54
1912,PK,Kerala,"@elonmusk @rice_fry It is well-known that CO2 emissions contribute to global warming and climate change, which can significantly cause severe impacts and consequences for humans and the environment. We have a project to work on. How I can contact you/your representative? So we can discuss!",[],2021-11-25 10:52:23
1913,Andrew Johnson,,"@darrengrimes_ @PrisonPlanet Those ‘living flame’ gas fires are definitely NOT green, they’re there to look pretty 90% of the heat goes up the chimney ultimately contributing to………….. global warming or climate change or whatever the trendy term for it is this particular hour",[],2021-11-25 10:42:10
1914,Revolotto,Worldwide,"🌳Voice of Mother Nature

🌍It's time for the restoration of Mother Nature, We don't want any more Global Warming and Climate Change.

''Ooo'' people of the world join the revolution.
Save our Home Planet. it's time for awakening.

👑Hold is Gold👑

#Revolotto #Bitcoin #Binance","[{'text': 'Revolotto', 'indices': [246, 256]}, {'text': 'Bitcoin', 'indices': [257, 265]}, {'text': 'Binance', 'indices': [266, 274]}]",2021-11-25 10:35:33
1915,The Swedish Chef,,We’re Safer From Climate Disasters Than Ever Before by @BjornLomborg https://t.co/3RyOYc2ogu via @WSJOpinion,[],2021-11-25 10:30:11
1916,Fresh Fish✷,,"@MullahCo You say yes to a weeks vacation funded, arranged and paid by a man. You get there and refuse to open leg under the guise of ? Tough girl? What did you think you were going there to do ? Discuss about global warming and climate change? If you don’t geddifok 😏😏😏 https://t.co/sFM3xS3oBN",[],2021-11-25 10:16:33
1917,Mr Anderson,Matrix,"A climate change denialist who thinks global warming is real, how quaint really. https://t.co/6Uxz2RUaPz https://t.co/acrwHxmmJ1",[],2021-11-25 10:09:09
1918,CGTN Global Business,Beijing,"Home to one of the world’s largest #mangrove forests, #Indonesia is doubling down on climate change efforts. Restoring the plantations of mangroves, which absorb carbon at least five times greater than tropical forests, turns out to be an effective tool to fight global warming. https://t.co/eFhnreGWIt","[{'text': 'mangrove', 'indices': [35, 44]}, {'text': 'Indonesia', 'indices': [54, 64]}]",2021-11-25 09:59:00
1919,Dr Matthew Fraser,Paris,"Wonder when climate change will be used in court as grounds for human divorce.... Albatrosses, the world’s most monogamous creatures, are “divorcing” more often – and global warming may be to blame. https://t.co/VPob4TOXah",[],2021-11-25 09:52:39
1920,The other Nelson,,"@Bidlet47 @richardbrunning @PaulCowland_ You have succinctly described the entire C02 ""catastrophist global warming climate change emergency breakdown tipping point extinction"" agenda comedy show.",[],2021-11-25 09:37:07
1921,Peter Clack,"New South Wales, Australia",The fear narrative about global warming/climate change failed to predict the future. Never once has a prediction come true in 50 years. It failed to look at the past &amp; ignored science &amp; far higher levels of carbon dioxide &amp; warmer conditions for 600 million years. It's a scam.,[],2021-11-25 09:37:00
1922,Ivan Faiella,,"3.  it is a while that the scientific community recognizes that RCP8.5 DOES NOT assume an absence of climate change mitigation policies
https://t.co/t5Te93lHS9",[],2021-11-25 09:17:29
1923,"Tom Gillispie, LET'S KEEP NATURE LOOKING NATURAL","Rural Hall, NC","#climate #change Links to FIXING CLIMATE CHANGE #climatechange #CO2 #global #warming #preserve_nature #nature
https://t.co/LX7tewgICx

LET'S KEEP NATURE LOOKING NATURAL https://t.co/lSMgOO0CoI","[{'text': 'climate', 'indices': [0, 8]}, {'text': 'change', 'indices': [9, 16]}, {'text': 'climatechange', 'indices': [48, 62]}, {'text': 'CO2', 'indices': [63, 67]}, {'text': 'global', 'indices': [68, 75]}, {'text': 'warming', 'indices': [76, 84]}, {'text': 'preserve_nature', 'indices': [85, 101]}, {'text': 'nature', 'indices': [102, 109]}]",2021-11-25 09:16:54
1924,Chief Ragnar Olorunisola Rollo,,@TheBriDen They are going to attend Climate Change and Global Warming submit in Paris! 🤣🤣🤣,[],2021-11-25 08:57:08
1925,liam mcglinchey,Ireland,"@Neilcharles1450 @TheKingsTrigger @JohnDublin10 @MarionMartin199 @jpgcrowley @HernandezSteele @ejwwest @B_Bolshevik100 @RoyPentland @DocSnow1 @d_e_mol @FriendsOScience @PierreTherrie17 @roger_clague @LouisCy72344053 @27Legin @OscarsWild1 @variegated2 @BJChippindale @ZombiePiano @Anthony04821617 @njbtweet @Ceist8 @FChecker76 @TomPlesier @Michael_56 @jonwaldron @Veritatem2021 @Anna98831 @Tangomitteckel @scientist_for @priscian @JR4_Truth @aSinister @BubbasRanch @jefftonna1 @ImRusts @fagandr1 @FillmoreWhite @Lo_VVriter @Spencerfletch0 @Realnotdreamer @xxghostface420 @Robert76907841 @MikeDel21893959 @Jaisans @Kenneth72712993 @flyonthewall182 @JoshSehn @rubiginosa Well, clearly, some of the beliefs of Nazis had influenced politics in your chosen country, as evidenced by their embrace of institutional racism and formation of actual Nazi orgs.
And you deny climate change, which will have a large effect in Africa... https://t.co/TZEuSw8p7x",[],2021-11-25 08:50:08
1926,Nick Hedley,South Africa,@tendaim65 You may not know that South Africa is one of the most vulnerable countries in the world in climate change. The Western half of the country is increasingly water scarce and we're warming at twice the global average rate. Water and food security a major risk.,[],2021-11-25 08:42:23
1927,🌴,,"Exxon says it backs scientific consensus on climate change, but one executive cast doubts - The Washington Post https://t.co/yVFIgcB5F1",[],2021-11-25 08:32:57
1928,2FAQs,,"Climate change is real, Global warming is real, call us today for professional indoor air quality solutions.",[],2021-11-25 08:18:01
1929,Monna Naseer🌚💓☕,Pakistan,"On avg, only 1 tree is planted for every ten trees cut down. 
This  insufficient Reforestation exacerbates looming thread of global warming &amp; climate change. 

#climatechange
#ClimateCrisis 
#ClimateActionNow","[{'text': 'climatechange', 'indices': [164, 178]}, {'text': 'ClimateCrisis', 'indices': [179, 193]}, {'text': 'ClimateActionNow', 'indices': [195, 212]}]",2021-11-25 08:11:23
1930,Parks & Playgrounds,"Newcastle, Australia","Climate Change/Global Warming are Nice names for the Deadly Crisis facing our unique Planet.
Economics, as practiced, misled Governments into thinking Global warming was no problem.
CO2 &amp; Heating were identified IGY 1957-8 yet Humanity increased emissions rather than reduce them! https://t.co/DBiHfagDWk",[],2021-11-25 08:03:35
1931,Adaptation Exchange by the NWP,"Bonn, Germany","In December this year, the International Conference on Climate Change and Global Warming will take place.
The conference brings together leading scientists, researchers and scholars to exchange their experiences and research results.
Learn more ➡️ https://t.co/6CtP2ul7mC https://t.co/DoljVJgjtt",[],2021-11-25 08:00:01
1932,David Ho,Honolulu/Paris,"What’s crazy is that Wally Broecker published his Science paper where he coined the term “global warming” in 1975, and he subsequently briefed Congress on climate change many times. Jim Hansen’s famous Congressional testimony on climate change was in 1988. All before 1990.",[],2021-11-25 07:49:07
1933,Sweet Sweet,Kenya,The way Africa is already getting the short end of the stick with climate change &amp; global warming,[],2021-11-25 07:32:11
1934,ℙℍ𝕋ℍ𝔸ℍ.,OUTER FIRMAMENT,"@kenyanRevolt @johnallannamu Global Warming/Climate Change are all buzzwords and myths; Trojan horses for Authoritarian rule and/or manufacturing consent for GEOENGINEERING and related weapons.

Man is a miniscule component of the universe to affect its course.",[],2021-11-25 07:13:14
1935,priya rajpoot,ahemdabad Gujarat ,"MP government is
Takingany step towards tackling the effects of global warming and climate change .
#MPKaPowerSolar https://t.co/qzXT9UPRH5","[{'text': 'MPKaPowerSolar', 'indices': [100, 115]}]",2021-11-25 06:59:34
1936,Äñanyâ 👼 Påñdēy,"Noida, India","MP government is
Takingany step towards tackling the effects of global warming and climate change through this initiative
#MPKaPowerSolar https://t.co/bYQQrVEBM6","[{'text': 'MPKaPowerSolar', 'indices': [122, 137]}]",2021-11-25 06:59:11
1937,Sport 1954,"Richmond, London",@skdh Will climate change and global warming delay the coming of next Ice Age by a few thousands of years ?,[],2021-11-25 06:55:18
1938,Shree,"Pune, India","Seals should accept full responsibility and  turn vegan.  How dare they eat fish??
Do they not know the environmental impact of eating meat ?
Are they even aware of climate change and global warming?
Who's gonna save the glaciers ? Humans??? https://t.co/BIkLSX1YDx",[],2021-11-25 06:42:38
1939,#KeepitOn Chiemi PD.h #KeepItOn,,@tandfonline #Cows are generating #Methane gas contributing to global warming and climate change. So why #Cows causing trouble everywhere and at all times? #KeepitOn,"[{'text': 'Cows', 'indices': [13, 18]}, {'text': 'Methane', 'indices': [34, 42]}, {'text': 'Cows', 'indices': [105, 110]}, {'text': 'KeepitOn', 'indices': [156, 165]}]",2021-11-25 06:35:02
1940,Dhruv 🤓,आपके घर 🤓,"Taking a step towards tackling the effects of global warming and climate change, the state government is starting an ""Urja Literacy Campaign"" in MP
#MPKaPowerSolar https://t.co/xQgQ6M6BEz","[{'text': 'MPKaPowerSolar', 'indices': [148, 163]}]",2021-11-25 06:31:01
1941,Complex,New York,"Global warming may be putting a serious strain on albatrosses’ relationships. 

https://t.co/C1fwTOtor1",[],2021-11-25 06:14:16
1942,chris martinez,,"@VMJJ62 @Nwa_anyamele @DavidMuir Yes and look at all the private jets flying in to talk about climate change, formerly known as global warming, depleting ozone layer, acid rain, rising sea levels 😂🤣😂",[],2021-11-25 06:10:26
1943,Vetriselvan Muthuraj,"Chennai, India",@CodeNDrive Putting global warming in simple terms is fear mognering!! So you actually deny climate change science!!,[],2021-11-25 06:09:15
1944,Dr Jessica Halliday,,"A must listen: @GhoshAmitav  on @ninetonoon discussing colonisation, climate change, the pandemic and other planetary crises. 

How the history of nutmeg interfaces with global warming https://t.co/52T8EyeSz1 https://t.co/zceIU2TkAa",[],2021-11-25 05:55:39
1945,CLEAN,"New Delhi, India","Global warming to hit India the worst in Asia by 2070
Read more:
https://t.co/VkXJuSAYLX",[],2021-11-25 05:54:20
1946,Anthony S,"Long Island, NY",100s of years from now an asteroid could wipe out new york or Hollywood. This nasa spaceship counteracting this asteroid is good news as this can be a serious a threat to us even quicker than global warming and climate change and I'm glad they found a way to prevent it.,[],2021-11-25 05:31:30
1947,𝓢𝓪𝓷𝓴𝓪𝓻,Tamil Nadu,"// We will still have impacts of climate change. // That's all. 

// so that we can rapid global warming !! //

Only fear-mongers can make such a statement! https://t.co/PwShgpemdA",[],2021-11-25 05:16:27
1948,𝓢𝓪𝓷𝓴𝓪𝓻,Tamil Nadu,"@m_vetriselvan // We will still have impacts of climate change. // That's all. 

// so that we can rapid global warming !! //

Only fear-mongers can make such a statement!",[],2021-11-25 05:16:20
1949,Mr Jessup,"Newcastle, NSW, Australia",@FatMan82935889 @Shirley56733062 Remember how they changed the term global warming to climate change because it didn't suit the narrative????,[],2021-11-25 05:13:44
